area,circuity_avg,city,edge_density_km,edge_length_avg,edge_length_total,geoid,k_avg,m,n,nhood,node_density_km,self_loop_proportion,state,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_intersection_avg,streets_per_intersection_counts,streets_per_intersection_proportion,time
5254880.029538448,1.1662786632440474,Mobile,2583.420030680803,169.69452908917697,13575.562327134157,0150000,3.7209302325581395,80,43,Cypress Branch,8.182869971967147,0.075,AL,1358.0722363347818,165.96527147409915,7136.506673386264,43,2.3488372093023258,"{0: 0, 1: 15, 2: 0, 3: 26, 4: 2}","{0: 0.0, 1: 0.3488372093023256, 2: 0.0, 3: 0.6046511627906976, 4: 0.046511627906976744}",0.022376537322998047
5750443.301543383,1.0832738195672629,Mobile,11082.899491390877,151.02271360651005,63731.58514194724,0150000,4.795454545454546,422,176,Cypress Shores,30.60633602852196,0.02843601895734597,AL,5791.141205215793,152.0622335699773,33301.62915182503,219,2.5,"{0: 0, 1: 50, 2: 0, 3: 115, 4: 10, 5: 1}","{0: 0.0, 1: 0.2840909090909091, 2: 0.0, 3: 0.6534090909090909, 4: 0.056818181818181816, 5: 0.005681818181818182}",0.11616802215576172
5776069.958141471,1.1486966524888085,Mobile,9919.439255500223,116.45401440102447,57295.37508530404,0150000,4.534562211981567,492,217,D Iberville,37.56879704930421,0.056910569105691054,AL,5202.075633889966,114.68531598813583,30047.552788891586,262,2.5345622119815667,"{0: 0, 1: 56, 2: 2, 3: 146, 4: 13}","{0: 0.0, 1: 0.25806451612903225, 2: 0.009216589861751152, 3: 0.6728110599078341, 4: 0.059907834101382486}",0.06162858009338379
3317819.6553290943,1.1869680820801907,Mobile,28524.631459054435,97.36582604513315,94639.58291586943,0150000,5.023255813953488,972,387,Dauphin Acres,116.6428679685465,0.0102880658436214,AL,15278.673365392098,95.28549398317863,50691.882799051025,532,2.9276485788113695,"{0: 0, 1: 41, 2: 0, 3: 295, 4: 48, 5: 3}","{0: 0.0, 1: 0.10594315245478036, 2: 0.0, 3: 0.7622739018087855, 4: 0.12403100775193798, 5: 0.007751937984496124}",0.1246345043182373
8305736.216512548,1.1060553582738255,Mobile,5850.933059450807,138.84659032077468,48596.30661227114,0150000,4.093567251461988,350,171,Dawes,20.588180932117332,0.017142857142857144,AL,2981.2500245560013,136.8037364609597,24761.476299433703,181,2.2514619883040936,"{0: 0, 1: 66, 2: 0, 3: 101, 4: 4}","{0: 0.0, 1: 0.38596491228070173, 2: 0.0, 3: 0.5906432748538012, 4: 0.023391812865497075}",0.07528352737426758
8133905.635355341,1.0752320849949708,Mobile,5417.557707711448,265.45724800371636,44065.90316861691,0150000,4.2025316455696204,166,79,Deer River,9.712431338840922,0.0,AL,2708.7788538557093,265.45724800371494,22032.95158430834,83,2.2911392405063293,"{0: 0, 1: 31, 2: 0, 3: 42, 4: 6}","{0: 0.0, 1: 0.3924050632911392, 2: 0.0, 3: 0.5316455696202531, 4: 0.0759493670886076}",0.06682467460632324
4516134.789108042,1.0648264714403513,Mobile,7286.615076196597,140.629640343806,32907.3358404506,0150000,4.293577981651376,234,109,Devonshire,24.135683519208694,0.008547008547008548,AL,3676.716943508266,139.53402771664426,16604.549298280668,119,2.5045871559633026,"{0: 0, 1: 30, 2: 0, 3: 73, 4: 6}","{0: 0.0, 1: 0.27522935779816515, 2: 0.0, 3: 0.6697247706422018, 4: 0.05504587155963303}",0.02872920036315918
3753538.617094558,1.2153994360592157,Mobile,10925.128724634487,114.54718593476137,41007.89256464457,0150000,4.365853658536586,358,164,Di Grado,43.69210409960957,0.09776536312849161,AL,5902.780655850174,110.2304235819521,22156.315139972372,201,2.5365853658536586,"{0: 0, 1: 39, 2: 0, 3: 123, 4: 2}","{0: 0.0, 1: 0.23780487804878048, 2: 0.0, 3: 0.75, 4: 0.012195121951219513}",0.05270075798034668
2701726.18370506,1.0928903955973328,Mobile,7615.7999151488975,122.47503595605089,20575.80604061655,0150000,4.48,168,75,Driftwood,27.76003003277979,0.03571428571428571,AL,3956.375397817664,122.86256327414375,10689.043004850506,87,2.493333333333333,"{0: 0, 1: 19, 2: 0, 3: 56}","{0: 0.0, 1: 0.25333333333333335, 2: 0.0, 3: 0.7466666666666667}",0.023891448974609375
5171165.906153242,1.192753012583611,Mobile,3232.4801588669993,153.35496504449398,16715.691189849844,0150000,3.7586206896551726,109,58,Edington,11.216039294153179,0.01834862385321101,AL,1702.8535386307012,154.48663442349974,8805.738162139485,57,2.2241379310344827,"{0: 0, 1: 23, 2: 0, 3: 34, 4: 1}","{0: 0.0, 1: 0.39655172413793105, 2: 0.0, 3: 0.5862068965517241, 4: 0.017241379310344827}",0.017475366592407227
4915027.710711407,1.1750451468173615,Mobile,7517.604046970396,153.95513420423214,36949.23220901571,0150000,4.660194174757281,240,103,Ferry,20.956138207630097,0.016666666666666666,AL,3782.195905499679,152.3737514989356,18589.597682870142,122,2.6601941747572817,"{0: 0, 1: 23, 2: 0, 3: 69, 4: 11}","{0: 0.0, 1: 0.22330097087378642, 2: 0.0, 3: 0.6699029126213593, 4: 0.10679611650485436}",0.030057191848754883
2961701.243055773,1.1654525060284397,Mobile,7856.987921103162,136.8826523094437,23270.050892605428,0150000,4.0,170,85,Fire Tower,28.699721215736187,0.011764705882352941,AL,4170.114026457193,141.96128615911016,12350.631895842584,87,2.3294117647058825,"{0: 0, 1: 30, 2: 0, 3: 52, 4: 3}","{0: 0.0, 1: 0.35294117647058826, 2: 0.0, 3: 0.611764705882353, 4: 0.03529411764705882}",0.03545546531677246
1917076.2925559145,1.0257032134414545,Mobile,17695.998093785627,107.35626081870593,33924.57841871108,0150000,5.592920353982301,316,113,Fisher,58.943924370033486,0.0,AL,8847.999046894096,107.35626081872151,16962.289209357998,158,3.0707964601769913,"{0: 0, 1: 15, 2: 0, 3: 60, 4: 38}","{0: 0.0, 1: 0.13274336283185842, 2: 0.0, 3: 0.5309734513274337, 4: 0.336283185840708}",0.03474855422973633
3828771.26132547,1.1003639223095332,Mobile,7287.157840295401,143.08133597777237,27900.860515665612,0150000,4.534883720930233,195,86,Forest Highland,22.46151418568367,0.041025641025641026,AL,3772.1445082126875,137.54931892010893,14442.678486611438,105,2.7209302325581395,"{0: 0, 1: 16, 2: 2, 3: 58, 4: 10}","{0: 0.0, 1: 0.18604651162790697, 2: 0.023255813953488372, 3: 0.6744186046511628, 4: 0.11627906976744186}",0.04057669639587402
9394246.423799777,1.0700174932758637,Mobile,5268.853381610437,211.52524375093682,49496.90703771922,0150000,4.216216216216216,234,111,Fowl River,11.815742848600175,0.042735042735042736,AL,3075.428459665926,215.60696126021406,28891.332808868683,134,2.5135135135135136,"{0: 0, 1: 32, 2: 0, 3: 69, 4: 10}","{0: 0.0, 1: 0.2882882882882883, 2: 0.0, 3: 0.6216216216216216, 4: 0.09009009009009009}",0.03961372375488281
4580016.416217656,1.156126813647686,Mobile,8596.094674327991,177.34348974677187,39370.25472378336,0150000,4.484848484848484,222,99,Garland,21.615643046484493,0.04504504504504504,AL,4562.11787005824,180.12564428954022,20894.574737586667,116,2.5353535353535355,"{0: 0, 1: 26, 2: 0, 3: 67, 4: 6}","{0: 0.0, 1: 0.26262626262626265, 2: 0.0, 3: 0.6767676767676768, 4: 0.06060606060606061}",0.041635751724243164
827545.2135565106,1.0535733013328803,Mobile,21080.307478202056,115.52918909858033,17444.90755388563,0150000,4.4411764705882355,151,68,Georgia Avenue,82.17073688065804,0.006622516556291391,AL,10975.134055839024,112.12863772902023,9082.419656050639,81,2.9411764705882355,"{0: 0, 1: 10, 2: 2, 3: 39, 4: 16, 5: 1}","{0: 0.0, 1: 0.14705882352941177, 2: 0.029411764705882353, 3: 0.5735294117647058, 4: 0.23529411764705882, 5: 0.014705882352941176}",0.019486665725708008
6008425.453574348,1.150912580442777,Mobile,8335.10734551564,106.10354053616673,50080.8711330707,0150000,4.158590308370044,472,227,Glen Acres,37.78028066653637,0.012711864406779662,AL,4307.034123403542,108.27821529904237,25878.493456471126,239,2.2863436123348015,"{0: 0, 1: 87, 2: 0, 3: 128, 4: 12}","{0: 0.0, 1: 0.3832599118942731, 2: 0.0, 3: 0.5638766519823789, 4: 0.05286343612334802}",0.10134601593017578
5604973.775689018,1.0929870348096093,Mobile,5890.417668468849,161.84135568442719,33015.63655962315,0150000,4.0,204,102,Goldmine,18.198122610745163,0.00980392156862745,AL,2957.631329254267,160.94607804491667,16577.446038626418,103,2.303921568627451,"{0: 0, 1: 40, 2: 0, 3: 53, 4: 9}","{0: 0.0, 1: 0.39215686274509803, 2: 0.0, 3: 0.5196078431372549, 4: 0.08823529411764706}",0.036806344985961914
